Loan Term,Loan Amount,Loan Provider,Loan Product,Average APR,Source,Date Extracted
60, 11000, TSB, Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:43
60, 11000, Barclays Bank, Existing Premier Account Customer Barclayloan, 4.3, Moneyfacts, 2020-07-02 22:46:43
60, 11000, Sainsbury\u0027s Bank, Standard Nectar Cardholder Loan, 4.9, Moneyfacts, 2020-07-02 22:46:43
60, 11000, Danske Bank, Existing Choice - Prestige or Freedom C/Acc Customers, 5.0, Moneyfacts, 2020-07-02 22:46:43
60, 11000, Danske Bank, Home Owners Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:46:43
60, 11000, Barclays Bank, Existing Current Account Customer Barclayloan, 5.5, Moneyfacts, 2020-07-02 22:46:43
60, 11000, Danske Bank, Personal Loan, 5.5, Moneyfacts, 2020-07-02 22:46:43
60, 11000, AIB, Personal Loan, 5.6, Moneyfacts, 2020-07-02 22:46:43
60, 11000, Metro Bank, Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:46:43
60, 11000, Lending Works, Personal Loan, 8.6, Moneyfacts, 2020-07-02 22:46:43
60, 11000, ZOPA, Personal Loan, 8.7, Moneyfacts, 2020-07-02 22:46:43
60, 11000, RATESETTER, Personal Loan, 8.9, Moneyfacts, 2020-07-02 22:46:43
60, 11000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 22:46:43
60, 11000, Tfs Loans, Guarantor Loan, 29.9, Moneyfacts, 2020-07-02 22:46:43
60, 11000, Uk Credit Limited, Homeowner Guarantor Loan, 31.9, Moneyfacts, 2020-07-02 22:46:43
60, 12000, AA, Member Loan, 3.0, Moneyfacts, 2020-07-02 22:46:45
60, 12000, AA, Non-Member Loan, 3.1, Moneyfacts, 2020-07-02 22:46:45
60, 12000, NATWEST, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Royal Bank Of Scotland, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Hitachi Personal Finance, Hitachi Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Everyday Loans, Personal Loan (Good), 34.4, Moneyfacts, 2020-07-02 22:46:45
60, 12000, CAHOOT, Online Personal Loan, 2.8, Moneyfacts, 2020-07-02 22:46:45
60, 12000, John Lewis Financial Services, Personal Loan, 2.9, Moneyfacts, 2020-07-02 22:46:45
60, 12000, M\u0026s Bank, Existing Customer Personal Loan, 2.9, Moneyfacts, 2020-07-02 22:46:45
60, 12000, M\u0026s Bank, Personal Loan, 2.9, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Mbna Limited, Personal Loan, 2.9, Moneyfacts, 2020-07-02 22:46:45
60, 12000, SANTANDER, 123 and Select Customers Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:45
60, 12000, SANTANDER, Existing Customer Personal Loan , 3.0, Moneyfacts, 2020-07-02 22:46:45
60, 12000, SANTANDER, Personal Loan , 3.0, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Tesco Bank, Online Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Tesco Bank, Telephone Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Clydesdale Bank, Personal Loan, 3.1, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Yorkshire Bank, Personal Loan, 3.1, Moneyfacts, 2020-07-02 22:46:45
60, 12000, First Direct, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:45
60, 12000, HSBC, Existing Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:45
60, 12000, HSBC, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:45
60, 12000, HSBC, Premier Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Post Office Money®, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Bank Of Ireland Uk, Online Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Ulster Bank, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:45
60, 12000, HALIFAX, Existing Customer Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:45
60, 12000, HALIFAX, Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Monzo Bank, Personal Loan, 3.7, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Bank Of Scotland, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Lloyds Bank, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:45
60, 12000, TSB, Existing Current Account Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:45
60, 12000, TSB, Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Barclays Bank, Existing Premier Account Customer Barclayloan, 4.3, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Sainsbury\u0027s Bank, Standard Nectar Cardholder Loan, 4.9, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Danske Bank, Existing Choice - Prestige or Freedom C/Acc Customers, 5.0, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Danske Bank, Home Owners Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Barclays Bank, Existing Current Account Customer Barclayloan, 5.5, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Danske Bank, Personal Loan, 5.5, Moneyfacts, 2020-07-02 22:46:45
60, 12000, AIB, Personal Loan, 5.6, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Metro Bank, Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Lending Works, Personal Loan, 8.5, Moneyfacts, 2020-07-02 22:46:45
60, 12000, ZOPA, Personal Loan, 8.7, Moneyfacts, 2020-07-02 22:46:45
60, 12000, RATESETTER, Personal Loan, 8.9, Moneyfacts, 2020-07-02 22:46:45
60, 12000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Tfs Loans, Guarantor Loan, 29.9, Moneyfacts, 2020-07-02 22:46:45
60, 12000, Uk Credit Limited, Homeowner Guarantor Loan, 31.9, Moneyfacts, 2020-07-02 22:46:45
60, 13000, AA, Member Loan, 3.0, Moneyfacts, 2020-07-02 22:46:47
60, 13000, AA, Non-Member Loan, 3.1, Moneyfacts, 2020-07-02 22:46:47
60, 13000, NATWEST, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Royal Bank Of Scotland, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Hitachi Personal Finance, Hitachi Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Everyday Loans, Personal Loan (Good), 34.4, Moneyfacts, 2020-07-02 22:46:47
60, 13000, CAHOOT, Online Personal Loan, 2.8, Moneyfacts, 2020-07-02 22:46:47
60, 13000, John Lewis Financial Services, Personal Loan, 2.9, Moneyfacts, 2020-07-02 22:46:47
60, 13000, M\u0026s Bank, Existing Customer Personal Loan, 2.9, Moneyfacts, 2020-07-02 22:46:47
60, 13000, M\u0026s Bank, Personal Loan, 2.9, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Mbna Limited, Personal Loan, 2.9, Moneyfacts, 2020-07-02 22:46:47
60, 13000, SANTANDER, 123 and Select Customers Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:47
60, 13000, SANTANDER, Existing Customer Personal Loan , 3.0, Moneyfacts, 2020-07-02 22:46:47
60, 13000, SANTANDER, Personal Loan , 3.0, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Tesco Bank, Online Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Tesco Bank, Telephone Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Clydesdale Bank, Personal Loan, 3.1, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Yorkshire Bank, Personal Loan, 3.1, Moneyfacts, 2020-07-02 22:46:47
60, 13000, First Direct, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:47
60, 13000, HSBC, Existing Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:47
60, 13000, HSBC, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:47
60, 13000, HSBC, Premier Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Post Office Money®, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Bank Of Ireland Uk, Online Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Ulster Bank, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:47
60, 13000, HALIFAX, Existing Customer Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:47
60, 13000, HALIFAX, Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Monzo Bank, Personal Loan, 3.7, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Bank Of Scotland, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Lloyds Bank, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:47
60, 13000, TSB, Existing Current Account Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:47
60, 13000, TSB, Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Barclays Bank, Existing Premier Account Customer Barclayloan, 4.3, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Sainsbury\u0027s Bank, Standard Nectar Cardholder Loan, 4.9, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Danske Bank, Existing Choice - Prestige or Freedom C/Acc Customers, 5.0, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Danske Bank, Home Owners Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Barclays Bank, Existing Current Account Customer Barclayloan, 5.5, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Danske Bank, Personal Loan, 5.5, Moneyfacts, 2020-07-02 22:46:47
60, 13000, AIB, Personal Loan, 5.6, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Metro Bank, Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Lending Works, Personal Loan, 8.5, Moneyfacts, 2020-07-02 22:46:47
60, 13000, ZOPA, Personal Loan, 8.7, Moneyfacts, 2020-07-02 22:46:47
60, 13000, RATESETTER, Personal Loan, 8.9, Moneyfacts, 2020-07-02 22:46:47
60, 13000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Tfs Loans, Guarantor Loan, 29.9, Moneyfacts, 2020-07-02 22:46:47
60, 13000, Uk Credit Limited, Homeowner Guarantor Loan, 31.9, Moneyfacts, 2020-07-02 22:46:47
60, 14000, AA, Member Loan, 3.0, Moneyfacts, 2020-07-02 22:46:48
60, 14000, AA, Non-Member Loan, 3.1, Moneyfacts, 2020-07-02 22:46:48
60, 14000, NATWEST, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:48
60, 14000, Royal Bank Of Scotland, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:48
60, 14000, Hitachi Personal Finance, Hitachi Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:48
60, 14000, Everyday Loans, Personal Loan (Good), 34.4, Moneyfacts, 2020-07-02 22:46:48
60, 14000, CAHOOT, Online Personal Loan, 2.8, Moneyfacts, 2020-07-02 22:46:48
60, 14000, John Lewis Financial Services, Personal Loan, 2.9, Moneyfacts, 2020-07-02 22:46:48
60, 14000, M\u0026s Bank, Existing Customer Personal Loan, 2.9, Moneyfacts, 2020-07-02 22:46:48
60, 14000, M\u0026s Bank, Personal Loan, 2.9, Moneyfacts, 2020-07-02 22:46:48
60, 14000, Mbna Limited, Personal Loan, 2.9, Moneyfacts, 2020-07-02 22:46:48
60, 14000, SANTANDER, 123 and Select Customers Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:48
60, 14000, SANTANDER, Existing Customer Personal Loan , 3.0, Moneyfacts, 2020-07-02 22:46:48
60, 14000, SANTANDER, Personal Loan , 3.0, Moneyfacts, 2020-07-02 22:46:48
60, 14000, Tesco Bank, Online Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:48
60, 14000, Tesco Bank, Telephone Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:48
60, 14000, Clydesdale Bank, Personal Loan, 3.1, Moneyfacts, 2020-07-02 22:46:48
60, 14000, Yorkshire Bank, Personal Loan, 3.1, Moneyfacts, 2020-07-02 22:46:48
60, 14000, First Direct, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:49
60, 14000, HSBC, Existing Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:49
60, 14000, HSBC, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:49
60, 14000, HSBC, Premier Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:49
60, 14000, Post Office Money®, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:49
60, 14000, Bank Of Ireland Uk, Online Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:49
60, 14000, Ulster Bank, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:49
60, 14000, HALIFAX, Existing Customer Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:49
60, 14000, HALIFAX, Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:49
60, 14000, Monzo Bank, Personal Loan, 3.7, Moneyfacts, 2020-07-02 22:46:49
60, 14000, Bank Of Scotland, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:49
60, 14000, Lloyds Bank, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:49
60, 14000, TSB, Existing Current Account Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:49
60, 14000, TSB, Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:49
60, 14000, Barclays Bank, Existing Premier Account Customer Barclayloan, 4.3, Moneyfacts, 2020-07-02 22:46:49
60, 14000, Sainsbury\u0027s Bank, Standard Nectar Cardholder Loan, 4.9, Moneyfacts, 2020-07-02 22:46:49
60, 14000, Danske Bank, Existing Choice - Prestige or Freedom C/Acc Customers, 5.0, Moneyfacts, 2020-07-02 22:46:49
60, 14000, Danske Bank, Home Owners Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:46:49
60, 14000, Barclays Bank, Existing Current Account Customer Barclayloan, 5.5, Moneyfacts, 2020-07-02 22:46:49
60, 14000, Danske Bank, Personal Loan, 5.5, Moneyfacts, 2020-07-02 22:46:49
60, 14000, AIB, Personal Loan, 5.6, Moneyfacts, 2020-07-02 22:46:49
60, 14000, Metro Bank, Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:46:49
60, 14000, Lending Works, Personal Loan, 8.4, Moneyfacts, 2020-07-02 22:46:49
60, 14000, ZOPA, Personal Loan, 8.7, Moneyfacts, 2020-07-02 22:46:49
60, 14000, RATESETTER, Personal Loan, 8.9, Moneyfacts, 2020-07-02 22:46:49
60, 14000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 22:46:49
60, 14000, Tfs Loans, Guarantor Loan, 29.9, Moneyfacts, 2020-07-02 22:46:49
60, 14000, Uk Credit Limited, Homeowner Guarantor Loan, 29.9, Moneyfacts, 2020-07-02 22:46:49
60, 15000, AA, Member Loan, 3.0, Moneyfacts, 2020-07-02 22:46:50
60, 15000, AA, Non-Member Loan, 3.1, Moneyfacts, 2020-07-02 22:46:50
60, 15000, NATWEST, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:50
60, 15000, Royal Bank Of Scotland, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:50
60, 15000, Hitachi Personal Finance, Hitachi Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:50
60, 15000, Everyday Loans, Personal Loan (Good), 34.4, Moneyfacts, 2020-07-02 22:46:50
60, 15000, CAHOOT, Online Personal Loan, 2.8, Moneyfacts, 2020-07-02 22:46:50
60, 15000, John Lewis Financial Services, Personal Loan, 2.9, Moneyfacts, 2020-07-02 22:46:50
60, 15000, M\u0026s Bank, Existing Customer Personal Loan, 2.9, Moneyfacts, 2020-07-02 22:46:50
60, 15000, M\u0026s Bank, Personal Loan, 2.9, Moneyfacts, 2020-07-02 22:46:50
60, 15000, Mbna Limited, Personal Loan, 2.9, Moneyfacts, 2020-07-02 22:46:50
60, 15000, SANTANDER, 123 and Select Customers Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:50
60, 15000, SANTANDER, Existing Customer Personal Loan , 3.0, Moneyfacts, 2020-07-02 22:46:50
60, 15000, SANTANDER, Personal Loan , 3.0, Moneyfacts, 2020-07-02 22:46:50
60, 15000, Tesco Bank, Online Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:50
60, 15000, Tesco Bank, Telephone Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:50
60, 15000, Clydesdale Bank, Personal Loan, 3.1, Moneyfacts, 2020-07-02 22:46:50
60, 15000, Yorkshire Bank, Personal Loan, 3.1, Moneyfacts, 2020-07-02 22:46:50
60, 15000, First Direct, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:50
60, 15000, HSBC, Existing Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:50
60, 15000, HSBC, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:50
60, 15000, HSBC, Premier Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:50
60, 15000, Post Office Money®, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:50
60, 15000, Bank Of Ireland Uk, Online Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:50
60, 15000, Ulster Bank, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:50
60, 15000, HALIFAX, Existing Customer Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:50
60, 15000, HALIFAX, Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:50
60, 15000, Monzo Bank, Personal Loan, 3.7, Moneyfacts, 2020-07-02 22:46:50
60, 15000, Bank Of Scotland, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:50
60, 15000, Lloyds Bank, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:50
60, 15000, TSB, Existing Current Account Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:50
60, 15000, TSB, Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:50
60, 15000, Barclays Bank, Existing Premier Account Customer Barclayloan, 4.3, Moneyfacts, 2020-07-02 22:46:50
60, 15000, Sainsbury\u0027s Bank, Standard Nectar Cardholder Loan, 4.9, Moneyfacts, 2020-07-02 22:46:50
60, 15000, Danske Bank, Existing Choice - Prestige or Freedom C/Acc Customers, 5.0, Moneyfacts, 2020-07-02 22:46:50
60, 15000, Danske Bank, Home Owners Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:46:50
60, 15000, Barclays Bank, Existing Current Account Customer Barclayloan, 5.5, Moneyfacts, 2020-07-02 22:46:50
60, 15000, Danske Bank, Personal Loan, 5.5, Moneyfacts, 2020-07-02 22:46:51
60, 15000, AIB, Personal Loan, 5.6, Moneyfacts, 2020-07-02 22:46:51
60, 15000, Metro Bank, Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:46:51
60, 15000, Lending Works, Personal Loan, 8.4, Moneyfacts, 2020-07-02 22:46:51
60, 15000, ZOPA, Personal Loan, 8.7, Moneyfacts, 2020-07-02 22:46:51
60, 15000, RATESETTER, Personal Loan, 8.9, Moneyfacts, 2020-07-02 22:46:51
60, 15000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 22:46:51
60, 15000, Tfs Loans, Guarantor Loan, 29.9, Moneyfacts, 2020-07-02 22:46:51
60, 15000, Uk Credit Limited, Homeowner Guarantor Loan, 29.9, Moneyfacts, 2020-07-02 22:46:51
60, 16000, AA, Member Loan, 3.0, Moneyfacts, 2020-07-02 22:46:53
60, 16000, AA, Non-Member Loan, 3.1, Moneyfacts, 2020-07-02 22:46:53
60, 16000, NATWEST, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:53
60, 16000, Royal Bank Of Scotland, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:53
60, 16000, Hitachi Personal Finance, Hitachi Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:53
60, 16000, CAHOOT, Online Personal Loan, 2.8, Moneyfacts, 2020-07-02 22:46:53
60, 16000, Mbna Limited, Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:53
60, 16000, SANTANDER, 123 and Select Customers Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:53
60, 16000, Tesco Bank, Online Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:53
60, 16000, Tesco Bank, Telephone Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:53
60, 16000, Post Office Money®, Personal Loan, 3.1, Moneyfacts, 2020-07-02 22:46:53
60, 16000, Clydesdale Bank, Personal Loan, 3.2, Moneyfacts, 2020-07-02 22:46:53
60, 16000, Yorkshire Bank, Personal Loan, 3.2, Moneyfacts, 2020-07-02 22:46:53
60, 16000, First Direct, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:53
60, 16000, HSBC, Premier Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:53
60, 16000, Ulster Bank, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:53
60, 16000, Bank Of Ireland Uk, Online Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:53
60, 16000, HALIFAX, Existing Customer Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:53
60, 16000, HALIFAX, Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:53
60, 16000, M\u0026s Bank, Existing Customer Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:53
60, 16000, M\u0026s Bank, Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:53
60, 16000, SANTANDER, Existing Customer Personal Loan , 3.5, Moneyfacts, 2020-07-02 22:46:53
60, 16000, SANTANDER, Personal Loan , 3.5, Moneyfacts, 2020-07-02 22:46:53
60, 16000, Bank Of Scotland, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:53
60, 16000, Lloyds Bank, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:53
60, 16000, TSB, Existing Current Account Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:53
60, 16000, TSB, Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:53
60, 16000, Danske Bank, Existing Choice - Prestige or Freedom C/Acc Customers, 5.0, Moneyfacts, 2020-07-02 22:46:53
60, 16000, Danske Bank, Home Owners Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:46:53
60, 16000, John Lewis Financial Services, Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:46:53
60, 16000, Danske Bank, Personal Loan, 5.5, Moneyfacts, 2020-07-02 22:46:53
60, 16000, AIB, Personal Loan, 5.6, Moneyfacts, 2020-07-02 22:46:53
60, 16000, Barclays Bank, Existing Premier Account Customer Barclayloan, 5.9, Moneyfacts, 2020-07-02 22:46:54
60, 16000, HSBC, Existing Customer Personal Loan, 6.7, Moneyfacts, 2020-07-02 22:46:54
60, 16000, HSBC, Personal Loan, 6.7, Moneyfacts, 2020-07-02 22:46:54
60, 16000, Barclays Bank, Existing Current Account Customer Barclayloan, 6.8, Moneyfacts, 2020-07-02 22:46:54
60, 16000, Metro Bank, Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:46:54
60, 16000, Lending Works, Personal Loan, 8.3, Moneyfacts, 2020-07-02 22:46:54
60, 16000, ZOPA, Personal Loan, 8.7, Moneyfacts, 2020-07-02 22:46:54
60, 16000, RATESETTER, Personal Loan, 8.9, Moneyfacts, 2020-07-02 22:46:54
60, 16000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 22:46:54
60, 17000, AA, Member Loan, 3.0, Moneyfacts, 2020-07-02 22:46:55
60, 17000, AA, Non-Member Loan, 3.1, Moneyfacts, 2020-07-02 22:46:55
60, 17000, NATWEST, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:55
60, 17000, Royal Bank Of Scotland, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:55
60, 17000, Hitachi Personal Finance, Hitachi Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:55
60, 17000, CAHOOT, Online Personal Loan, 2.8, Moneyfacts, 2020-07-02 22:46:55
60, 17000, Mbna Limited, Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:55
60, 17000, SANTANDER, 123 and Select Customers Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:55
60, 17000, Tesco Bank, Online Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:55
60, 17000, Tesco Bank, Telephone Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:55
60, 17000, Post Office Money®, Personal Loan, 3.1, Moneyfacts, 2020-07-02 22:46:55
60, 17000, Clydesdale Bank, Personal Loan, 3.2, Moneyfacts, 2020-07-02 22:46:55
60, 17000, Yorkshire Bank, Personal Loan, 3.2, Moneyfacts, 2020-07-02 22:46:55
60, 17000, First Direct, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:55
60, 17000, HSBC, Premier Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:55
60, 17000, Ulster Bank, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:55
60, 17000, Bank Of Ireland Uk, Online Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:55
60, 17000, HALIFAX, Existing Customer Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:55
60, 17000, HALIFAX, Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:55
60, 17000, M\u0026s Bank, Existing Customer Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:55
60, 17000, M\u0026s Bank, Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:55
60, 17000, SANTANDER, Existing Customer Personal Loan , 3.5, Moneyfacts, 2020-07-02 22:46:55
60, 17000, SANTANDER, Personal Loan , 3.5, Moneyfacts, 2020-07-02 22:46:55
60, 17000, Bank Of Scotland, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:55
60, 17000, Lloyds Bank, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:55
60, 17000, TSB, Existing Current Account Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:55
60, 17000, TSB, Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:55
60, 17000, Danske Bank, Existing Choice - Prestige or Freedom C/Acc Customers, 5.0, Moneyfacts, 2020-07-02 22:46:55
60, 17000, Danske Bank, Home Owners Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:46:55
60, 17000, John Lewis Financial Services, Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:46:55
60, 17000, Danske Bank, Personal Loan, 5.5, Moneyfacts, 2020-07-02 22:46:55
60, 17000, AIB, Personal Loan, 5.6, Moneyfacts, 2020-07-02 22:46:55
